financial_id,incident_id,cost_category,amount_usd,currency,recorded_date
FIN00432,INC00219,Remediation,56652.85,USD,2026-05-13
FIN00433,INC01410,Remediation,56652.85,USD,2026-04-29
FIN00434,INC00129,Legal,56164.0,USD,2025-02-24
FIN00435,INC01931,Uncategorized,250.0,USD,2025-03-23
FIN00436,INC01931,Forensics,250.0,USD,2025-10-16
FIN00437,INC01474,Customer Notification,250.0,USD,2025-06-04
FIN00438,INC01474,Regulatory Fine,74023.2,USD,2025-07-15
FIN00439,INC00968,Forensics,216940.15,USD,2025-07-14
FIN00440,INC00968,Legal,102624.56,USD,2025-10-24
FIN00441,INC01120,Customer Notification,61533.41,USD,2025-06-30
FIN00442,INC00166,Downtime Loss,51973.5,USD,2025-08-09
FIN00443,INC01027,Uncategorized,12197.35,USD,2026-03-02
FIN00444,INC01027,Regulatory Fine,250.0,USD,2024-07-07
FIN00445,INC01800,Legal,181501.19,USD,2026-02-25
FIN00446,INC00999,Uncategorized,74724.09,USD,2025-03-29
FIN00447,INC00674,PR/Reputation,153703.49,USD,2025-02-26
FIN00448,INC01035,Remediation,49505.1,USD,2025-06-14
FIN00449,INC01035,Forensics,181685.57,USD,2024-11-08
FIN00450,INC01820,Downtime Loss,250.0,USD,2024-07-19
FIN00451,INC01820,Regulatory Fine,250.0,USD,2025-07-23
FIN00452,INC00182,PR/Reputation,161727.83,USD,2025-08-19
FIN00453,INC00737,Downtime Loss,250.0,USD,2024-10-16
FIN00454,INC01127,Remediation,153228.09,USD,2025-02-06
FIN00455,INC01208,Downtime Loss,223366.22,USD,2026-06-26
FIN00456,INC01208,Remediation,56652.85,USD,2025-10-25
FIN00457,INC01904,Remediation,250.0,USD,2026-03-23
FIN00458,INC01658,Uncategorized,223075.45,USD,2024-09-05
FIN00459,INC01292,Downtime Loss,70732.23,USD,2025-01-31
FIN00460,INC00880,Regulatory Fine,189640.38,USD,2024-11-04
FIN00461,INC00285,Legal,231478.41,USD,2025-11-28
FIN00462,INC00285,Regulatory Fine,250.0,USD,2024-11-16
FIN00463,INC00484,Remediation,56652.85,USD,2025-07-01
FIN00464,INC00484,Forensics,78607.68,USD,2025-07-09
FIN00465,INC01233,Regulatory Fine,21063.61,USD,2026-01-26
FIN00466,INC00421,Legal,250.0,USD,2024-12-25
FIN00467,INC00956,PR/Reputation,237522.02,USD,2025-12-07
FIN00468,INC01879,Regulatory Fine,196766.41,USD,2026-03-24
FIN00469,INC00548,Customer Notification,250.0,USD,2024-11-06
FIN00470,INC00117,Downtime Loss,167287.16,USD,2025-01-14
FIN00471,INC01814,Regulatory Fine,250.0,USD,2024-10-21
FIN00472,INC01327,Remediation,56652.85,USD,2025-08-06
FIN00473,INC01327,Customer Notification,246496.76,USD,2025-01-31
FIN00474,INC00949,Legal,48441.46,USD,2024-07-22
FIN00475,INC00139,PR/Reputation,73065.42,USD,2025-12-20
FIN00476,INC01862,Downtime Loss,250.0,USD,2025-08-20
FIN00477,INC00746,Remediation,189996.95,USD,2025-09-15
FIN00478,INC00977,Legal,175871.34,USD,2025-05-01
FIN00479,INC00162,Legal,12956.21,USD,2025-06-23
FIN00480,INC00162,Legal,250.0,USD,2025-07-20
FIN00481,INC00706,Forensics,250.0,USD,2026-04-10
FIN00482,INC00824,Customer Notification,250.0,USD,2024-12-16
FIN00483,INC00363,Customer Notification,250.0,USD,2025-06-04
FIN00484,INC01619,PR/Reputation,250.0,USD,2026-03-06
FIN00485,INC00218,Uncategorized,72485.79,USD,2024-09-16
FIN00486,INC00218,Customer Notification,61533.41,USD,2026-05-13
FIN00487,INC00020,Downtime Loss,27154.08,USD,2024-07-07
FIN00488,INC00020,Forensics,154326.02,USD,2024-10-07
FIN00489,INC00101,Customer Notification,250.0,USD,2026-02-21
FIN00490,INC00039,Customer Notification,128345.4,USD,2025-02-16
FIN00491,INC00530,Legal,112897.97,USD,2025-08-19
FIN00492,INC00998,Uncategorized,51822.91,USD,2025-07-31
FIN00493,INC01448,Legal,250.0,USD,2026-05-10
FIN00494,INC01448,Downtime Loss,250.0,USD,2025-02-25
FIN00495,INC00144,Legal,56164.0,USD,2024-07-03
FIN00496,INC01170,Uncategorized,214575.27,USD,2026-04-28
FIN00497,INC01793,PR/Reputation,73065.42,USD,2024-10-16
FIN00498,INC00597,Uncategorized,250.0,USD,2025-06-26
FIN00499,INC00597,Legal,56164.0,USD,2024-07-24
FIN00500,INC00092,Uncategorized,72485.79,USD,2024-10-30
FIN00501,INC00890,Uncategorized,202261.25,USD,2026-05-03
FIN00502,INC00890,Remediation,250.0,USD,2025-11-15
FIN00503,INC01343,Customer Notification,228324.56,USD,2024-12-19
FIN00504,INC01343,Remediation,250.0,USD,2026-03-08
FIN00505,INC00673,Regulatory Fine,74023.2,USD,2026-03-17
FIN00506,INC01729,PR/Reputation,55568.58,USD,2025-06-03
FIN00507,INC01057,Remediation,250.0,USD,2026-03-31
FIN00508,INC01057,Regulatory Fine,241506.82,USD,2024-07-11
FIN00509,INC01809,Customer Notification,239371.64,USD,2025-04-08
FIN00510,INC01792,Customer Notification,250.0,USD,2025-02-09
FIN00511,INC01792,Downtime Loss,70732.23,USD,2025-09-22
FIN00512,INC00079,PR/Reputation,250.0,USD,2025-04-23
FIN00513,INC00079,Uncategorized,102235.94,USD,2026-06-19
FIN00514,INC00113,Remediation,56652.85,USD,2024-10-15
FIN00515,INC00397,Downtime Loss,12635.17,USD,2026-02-19
FIN00516,INC00910,Downtime Loss,250.0,USD,2025-08-12
FIN00517,INC00009,Remediation,226055.17,USD,2026-03-13
FIN00518,INC00009,PR/Reputation,73065.42,USD,2025-02-22
FIN00519,INC01110,Customer Notification,225517.4,USD,2024-07-27
FIN00520,INC00854,Remediation,24696.25,USD,2025-09-30
FIN00521,INC00130,Uncategorized,131511.37,USD,2024-11-14
FIN00522,INC00620,Downtime Loss,70732.23,USD,2026-01-20
FIN00523,INC00867,Customer Notification,250.0,USD,2026-03-24
FIN00524,INC01607,Customer Notification,61533.41,USD,2024-07-04
FIN00525,INC01207,Uncategorized,195876.37,USD,2025-11-14
FIN00526,INC00169,Uncategorized,58669.53,USD,2025-12-14
FIN00527,INC01675,PR/Reputation,103867.67,USD,2024-10-04
FIN00528,INC00291,Customer Notification,168925.36,USD,2024-09-30
FIN00529,INC00942,Downtime Loss,250.0,USD,2026-04-05
FIN00530,INC01298,PR/Reputation,15219.68,USD,2025-01-10
FIN00531,INC00601,Customer Notification,61533.41,USD,2026-01-24
FIN00532,INC00356,PR/Reputation,250.0,USD,2025-09-05
FIN00533,INC00445,Regulatory Fine,250.0,USD,2024-12-06
FIN00534,INC00965,Customer Notification,250.0,USD,2025-10-01
FIN00535,INC00965,Customer Notification,208759.99,USD,2026-03-07
FIN00536,INC01037,Regulatory Fine,74023.2,USD,2024-06-29
FIN00537,INC00398,Downtime Loss,250.0,USD,2025-03-27
FIN00538,INC00398,Remediation,232481.52,USD,2025-10-21
FIN00539,INC01917,Remediation,50204.22,USD,2025-06-19
FIN00540,INC01329,Legal,250.0,USD,2025-01-19
FIN00541,INC00868,Uncategorized,250.0,USD,2025-08-26
FIN00542,INC00283,Remediation,250.0,USD,2025-04-22
FIN00543,INC00486,Forensics,45812.64,USD,2024-06-30
FIN00544,INC00227,Customer Notification,141181.84,USD,2025-12-31
FIN00545,INC00227,Regulatory Fine,250.0,USD,2025-04-04
FIN00546,INC01483,Forensics,216361.53,USD,2026-06-13
FIN00547,INC01483,Legal,250.0,USD,2025-03-29
FIN00548,INC00564,Legal,56164.0,USD,2024-09-16
FIN00549,INC00967,Forensics,141855.46,USD,2026-04-09
FIN00550,INC01567,Downtime Loss,70732.23,USD,2025-07-06
FIN00551,INC01646,Uncategorized,142729.79,USD,2024-11-08
FIN00552,INC01759,Remediation,155738.28,USD,2025-01-25
FIN00553,INC00807,Forensics,89737.03,USD,2024-12-09
FIN00554,INC01404,Forensics,45812.64,USD,2025-12-01
FIN00555,INC00037,Forensics,33392.17,USD,2024-10-27
FIN00556,INC01532,Regulatory Fine,79674.89,USD,2025-12-17
FIN00557,INC00759,Uncategorized,175465.06,USD,2025-03-28
FIN00558,INC00834,Forensics,28356.09,USD,2024-08-24
FIN00559,INC01445,Downtime Loss,137341.92,USD,2024-09-29
FIN00560,INC01438,Uncategorized,72485.79,USD,2024-11-06
FIN00561,INC00322,PR/Reputation,78850.93,USD,2026-04-01
FIN00562,INC01279,Regulatory Fine,29561.01,USD,2024-10-22
FIN00563,INC01943,Forensics,45812.64,USD,2026-06-09
FIN00564,INC01943,Remediation,250.0,USD,2026-02-12
FIN00565,INC00826,Legal,250.0,USD,2024-12-04
FIN00566,INC00795,Remediation,56652.85,USD,2025-08-25
FIN00567,INC01205,Forensics,92687.44,USD,2025-11-09
FIN00568,INC00333,Remediation,56652.85,USD,2026-05-07
FIN00569,INC01660,Regulatory Fine,13087.56,USD,2025-07-28
FIN00570,INC01524,Regulatory Fine,221469.24,USD,2026-05-07
FIN00571,INC01927,Customer Notification,125517.19,USD,2026-03-03
FIN00572,INC01771,Uncategorized,84383.44,USD,2026-04-13
FIN00573,INC01771,Remediation,250.0,USD,2025-01-21
FIN00574,INC00193,Legal,250.0,USD,2024-11-12
FIN00575,INC00476,Forensics,25205.36,USD,2024-12-16
FIN00576,INC00593,Remediation,56652.85,USD,2024-07-25
FIN00577,INC01980,Uncategorized,250.0,USD,2024-10-07
FIN00578,INC00209,Remediation,250.0,USD,2025-12-02
FIN00579,INC00516,Customer Notification,61533.41,USD,2026-01-21
FIN00580,INC01466,Customer Notification,35593.48,USD,2026-02-09
FIN00581,INC01466,Uncategorized,250.0,USD,2024-08-30
FIN00582,INC01954,Uncategorized,211682.74,USD,2026-03-10
FIN00583,INC01023,PR/Reputation,73065.42,USD,2024-08-06
FIN00584,INC00896,Remediation,6972.71,USD,2026-01-05
FIN00585,INC00896,Legal,175658.16,USD,2025-09-10
FIN00586,INC00470,Forensics,45812.64,USD,2026-03-10
FIN00587,INC00470,Remediation,56652.85,USD,2025-03-04
FIN00588,INC00064,Uncategorized,229233.86,USD,2025-11-09
FIN00589,INC00302,Legal,56164.0,USD,2026-06-03
FIN00590,INC01737,Remediation,71607.77,USD,2024-06-29
FIN00591,INC01737,Uncategorized,137846.34,USD,2025-09-18
FIN00592,INC01962,Legal,56164.0,USD,2025-07-01
FIN00593,INC01026,Forensics,45812.64,USD,2025-02-01
FIN00594,INC01026,Downtime Loss,70732.23,USD,2025-10-26
FIN00595,INC01536,Downtime Loss,70732.23,USD,2024-11-06
FIN00596,INC00269,PR/Reputation,197364.88,USD,2026-03-21
FIN00597,INC00269,Remediation,56652.85,USD,2026-05-07
FIN00598,INC01029,Remediation,56652.85,USD,2025-07-28
FIN00599,INC01965,Regulatory Fine,142990.54,USD,2026-02-02
FIN00600,INC00167,Regulatory Fine,250.0,USD,2026-05-11
FIN00601,INC01129,Regulatory Fine,162807.92,USD,2026-03-23
FIN00602,INC01534,Regulatory Fine,248864.18,USD,2025-10-06
FIN00603,INC00414,Regulatory Fine,15751.88,USD,2026-03-05
FIN00604,INC00246,Legal,250.0,USD,2025-12-01
FIN00605,INC01933,Uncategorized,223493.44,USD,2025-09-24
FIN00606,INC01933,Downtime Loss,121345.8,USD,2025-02-06
FIN00607,INC00801,Regulatory Fine,250.0,USD,2025-11-27
FIN00608,INC01649,Remediation,67094.33,USD,2025-09-28
FIN00609,INC01757,Uncategorized,74041.12,USD,2025-08-20
FIN00610,INC01113,Forensics,150856.74,USD,2026-05-19
FIN00611,INC00676,Uncategorized,82614.21,USD,2026-01-26
FIN00612,INC00394,Downtime Loss,124204.69,USD,2026-03-26
FIN00613,INC00747,Remediation,250.0,USD,2025-06-18
FIN00614,INC01209,Customer Notification,17637.04,USD,2024-12-22
FIN00615,INC01209,Uncategorized,61369.23,USD,2025-10-27
FIN00616,INC00142,Forensics,145689.87,USD,2025-09-06
FIN00617,INC00393,Uncategorized,250.0,USD,2025-10-21
FIN00618,INC00716,Legal,150401.44,USD,2026-03-13
FIN00619,INC01034,Customer Notification,61533.41,USD,2025-12-30
FIN00620,INC00383,Remediation,220259.14,USD,2024-09-15
FIN00621,INC00383,Legal,56164.0,USD,2025-01-17
FIN00622,INC01380,Regulatory Fine,131714.49,USD,2026-05-03
FIN00623,INC01380,Uncategorized,62485.33,USD,2025-12-15
FIN00624,INC00878,Forensics,38158.18,USD,2026-02-13
FIN00625,INC00878,Regulatory Fine,101869.34,USD,2025-11-16
FIN00626,INC00512,PR/Reputation,43713.61,USD,2026-06-29
FIN00627,INC01020,PR/Reputation,250.0,USD,2024-08-25
FIN00628,INC01841,Uncategorized,33875.73,USD,2025-01-28
FIN00629,INC00915,Downtime Loss,36066.26,USD,2026-05-19
FIN00630,INC01076,Customer Notification,64041.38,USD,2024-06-29
FIN00631,INC01072,Remediation,56652.85,USD,2026-05-06
FIN00632,INC01434,Legal,250.0,USD,2025-02-04
FIN00633,INC01085,Uncategorized,250.0,USD,2026-06-13
FIN00634,INC01085,Uncategorized,250.0,USD,2026-02-13
FIN00635,INC01514,Uncategorized,250.0,USD,2025-07-15
FIN00636,INC00609,Remediation,76187.28,USD,2026-02-14
FIN00637,INC00679,Legal,56164.0,USD,2025-04-22
FIN00638,INC01535,Regulatory Fine,74023.2,USD,2025-10-27
FIN00639,INC01270,Forensics,189100.54,USD,2025-04-03
FIN00640,INC01270,Customer Notification,61533.41,USD,2024-10-13
FIN00641,INC00256,Forensics,250.0,USD,2025-09-29
FIN00642,INC00256,Downtime Loss,250.0,USD,2025-10-02
FIN00643,INC01245,Remediation,250.0,USD,2025-09-22
FIN00644,INC01489,Uncategorized,72485.79,USD,2024-11-13
FIN00645,INC01489,Customer Notification,155075.04,USD,2024-11-04
FIN00646,INC01021,PR/Reputation,207550.64,USD,2025-06-25
FIN00647,INC01094,PR/Reputation,242639.92,USD,2025-05-11
FIN00648,INC00232,Legal,56164.0,USD,2025-03-25
FIN00649,INC00232,Customer Notification,117661.39,USD,2025-10-15
FIN00650,INC00444,PR/Reputation,250.0,USD,2025-10-30
FIN00651,INC00437,Forensics,50836.89,USD,2026-06-10
FIN00652,INC01164,Downtime Loss,242235.59,USD,2025-09-17
FIN00653,INC01716,Legal,75292.49,USD,2024-10-02
FIN00654,INC01007,Remediation,237305.58,USD,2026-06-19
FIN00655,INC00305,Regulatory Fine,74023.2,USD,2025-12-14
FIN00656,INC01958,Legal,56164.0,USD,2024-09-29
FIN00657,INC01958,Downtime Loss,127059.73,USD,2025-12-24
FIN00658,INC01790,Remediation,35728.33,USD,2025-10-08
FIN00659,INC01134,Uncategorized,250.0,USD,2025-04-01
FIN00660,INC01063,Forensics,50805.88,USD,2025-04-26
FIN00661,INC01063,Downtime Loss,250.0,USD,2025-12-14
FIN00662,INC01712,Forensics,6769.91,USD,2025-09-24
FIN00663,INC01712,Uncategorized,161481.2,USD,2024-09-06
FIN00664,INC01318,Customer Notification,20255.39,USD,2026-01-06
FIN00665,INC01318,Uncategorized,197807.58,USD,2025-05-20
FIN00666,INC01851,Regulatory Fine,152532.95,USD,2026-03-05
FIN00667,INC01851,Regulatory Fine,225593.53,USD,2026-04-13
FIN00668,INC01268,PR/Reputation,250.0,USD,2024-10-11
FIN00669,INC00375,Customer Notification,250.0,USD,2026-02-16
FIN00670,INC01441,Regulatory Fine,250.0,USD,2026-05-26
FIN00671,INC01433,Customer Notification,25386.66,USD,2025-09-22
FIN00672,INC00937,Forensics,23217.59,USD,2026-02-06
FIN00673,INC00655,PR/Reputation,188240.4,USD,2025-11-26
FIN00674,INC00628,Remediation,201732.76,USD,2024-09-07
FIN00675,INC00190,Customer Notification,239764.97,USD,2024-07-14
FIN00676,INC00417,Customer Notification,66081.86,USD,2026-06-13
FIN00677,INC01086,Regulatory Fine,62539.57,USD,2025-05-24
FIN00678,INC01086,PR/Reputation,73065.42,USD,2025-02-18
FIN00679,INC01830,Downtime Loss,70732.23,USD,2024-11-23
FIN00680,INC00102,Legal,250.0,USD,2025-10-16
FIN00681,INC00763,Regulatory Fine,74023.2,USD,2024-10-27
FIN00682,INC00654,Forensics,113849.62,USD,2026-01-14
FIN00683,INC00654,PR/Reputation,96062.95,USD,2025-08-29
FIN00684,INC00585,Forensics,250.0,USD,2026-02-08
FIN00685,INC00585,Customer Notification,250.0,USD,2025-05-29
FIN00686,INC00577,Legal,13332.08,USD,2024-11-20
FIN00687,INC00056,Forensics,230793.92,USD,2025-04-14
FIN00688,INC00688,Remediation,56652.85,USD,2025-05-05
FIN00689,INC01412,Downtime Loss,94411.91,USD,2025-08-03
FIN00690,INC01665,Regulatory Fine,110752.16,USD,2025-06-09
FIN00691,INC00996,Remediation,99788.26,USD,2025-08-05
FIN00692,INC00996,Uncategorized,250.0,USD,2025-05-14
FIN00693,INC00662,Remediation,250.0,USD,2024-09-21
FIN00694,INC00721,Downtime Loss,61649.73,USD,2024-11-09
FIN00695,INC00721,Uncategorized,72485.79,USD,2026-05-10
FIN00696,INC01486,Legal,250.0,USD,2024-08-12
FIN00697,INC01443,Legal,42950.71,USD,2025-11-02
FIN00698,INC00605,Regulatory Fine,28830.3,USD,2026-04-10
FIN00699,INC00231,Legal,212940.25,USD,2026-02-17
FIN00700,INC00413,Downtime Loss,246603.16,USD,2024-10-10
FIN00701,INC00863,Downtime Loss,109418.08,USD,2025-11-23
FIN00702,INC00863,Regulatory Fine,250.0,USD,2025-01-26
FIN00703,INC01269,Regulatory Fine,250.0,USD,2025-01-10
FIN00704,INC00084,Remediation,112382.41,USD,2024-10-10
FIN00705,INC01596,Downtime Loss,53109.51,USD,2025-12-29
FIN00706,INC01596,Regulatory Fine,132171.27,USD,2025-05-08
FIN00707,INC00071,Uncategorized,250.0,USD,2025-04-10
FIN00708,INC01447,Legal,114836.36,USD,2026-06-16
FIN00709,INC01313,Legal,147387.94,USD,2025-10-21
FIN00710,INC01313,Customer Notification,250.0,USD,2025-02-17
FIN00711,INC01822,PR/Reputation,73065.42,USD,2024-08-12
FIN00712,INC01196,PR/Reputation,250.0,USD,2025-02-17
FIN00713,INC01258,Downtime Loss,216828.76,USD,2025-05-10
FIN00714,INC00241,Remediation,56652.85,USD,2025-10-18
FIN00715,INC00569,Customer Notification,228644.5,USD,2024-10-28
FIN00716,INC01382,Downtime Loss,84191.43,USD,2026-02-01
FIN00717,INC00216,Forensics,90523.61,USD,2025-01-06
FIN00718,INC01725,Legal,163206.03,USD,2024-09-21
FIN00719,INC00963,PR/Reputation,202068.71,USD,2026-01-02
FIN00720,INC01930,Forensics,116704.09,USD,2025-04-22
FIN00721,INC01540,Forensics,139955.92,USD,2025-01-27
FIN00722,INC01496,Forensics,250.0,USD,2026-02-24
FIN00723,INC00941,Regulatory Fine,121509.82,USD,2025-12-28
FIN00724,INC00941,Remediation,250.0,USD,2025-07-31
FIN00725,INC01054,Uncategorized,84942.25,USD,2025-11-27
FIN00726,INC01158,Uncategorized,246631.17,USD,2025-08-04
FIN00727,INC01158,Regulatory Fine,26002.15,USD,2025-01-22
FIN00728,INC01678,Forensics,151472.93,USD,2025-06-10
FIN00729,INC01016,PR/Reputation,178819.59,USD,2024-07-25
FIN00730,INC01016,PR/Reputation,250.0,USD,2025-10-27
FIN00731,INC00730,Regulatory Fine,250.0,USD,2025-05-12
FIN00732,INC01779,Remediation,93871.58,USD,2025-09-19
FIN00733,INC00784,Legal,56164.0,USD,2025-06-01
FIN00734,INC00784,Remediation,206541.79,USD,2024-09-07
FIN00735,INC00022,PR/Reputation,250.0,USD,2025-06-17
FIN00736,INC00002,Customer Notification,218050.51,USD,2025-08-28
FIN00737,INC00002,Uncategorized,88076.51,USD,2024-10-31
FIN00738,INC01824,PR/Reputation,250.0,USD,2025-08-14
FIN00739,INC01723,Uncategorized,250.0,USD,2024-09-06
FIN00740,INC00623,PR/Reputation,73065.42,USD,2026-02-21
FIN00741,INC00701,Forensics,45812.64,USD,2024-12-08
FIN00742,INC01460,Forensics,250.0,USD,2026-05-27
FIN00743,INC01243,Regulatory Fine,74023.2,USD,2025-03-18
FIN00744,INC01628,Legal,228416.7,USD,2024-11-16
FIN00745,INC00287,PR/Reputation,33823.75,USD,2025-02-01
FIN00746,INC01017,Legal,78347.17,USD,2024-11-28
FIN00747,INC00758,Regulatory Fine,10392.04,USD,2025-09-18
FIN00748,INC00472,Forensics,250.0,USD,2024-10-08
FIN00749,INC00955,Downtime Loss,65736.89,USD,2025-09-11
FIN00750,INC00440,Remediation,188706.8,USD,2025-07-03
FIN00751,INC00932,Regulatory Fine,234904.38,USD,2025-10-18
FIN00752,INC00426,Forensics,250.0,USD,2024-11-29
FIN00753,INC00341,Regulatory Fine,219341.19,USD,2024-08-04
FIN00754,INC00813,Customer Notification,61533.41,USD,2025-12-01
FIN00755,INC01179,Uncategorized,204247.39,USD,2026-04-24
FIN00756,INC00708,Customer Notification,61533.41,USD,2026-05-18
FIN00757,INC00412,Downtime Loss,70732.23,USD,2025-07-01
FIN00758,INC00924,Legal,228652.97,USD,2025-11-13
FIN00759,INC01505,Uncategorized,202089.9,USD,2024-07-30
FIN00760,INC01505,Forensics,208861.98,USD,2025-03-21
FIN00761,INC00524,Forensics,45812.64,USD,2025-01-04
FIN00762,INC00640,Customer Notification,248958.33,USD,2025-09-21
FIN00763,INC00640,Customer Notification,61533.41,USD,2024-07-06
FIN00764,INC00562,PR/Reputation,200677.1,USD,2024-11-14
FIN00765,INC01167,Customer Notification,198423.86,USD,2025-01-01
FIN00766,INC01743,Forensics,250.0,USD,2025-03-05
FIN00767,INC01743,Customer Notification,61973.29,USD,2026-02-09
FIN00768,INC01454,Uncategorized,75363.53,USD,2025-05-14
FIN00769,INC01731,Uncategorized,144861.23,USD,2025-12-17
FIN00770,INC01825,PR/Reputation,47163.9,USD,2026-02-14
FIN00771,INC00774,Legal,250.0,USD,2024-08-25
FIN00772,INC00774,Forensics,195173.57,USD,2026-02-15
FIN00773,INC01572,Uncategorized,8492.04,USD,2025-12-26
FIN00774,INC00645,Uncategorized,158302.32,USD,2025-11-21
FIN00775,INC00645,PR/Reputation,250.0,USD,2026-01-17
FIN00776,INC00150,Regulatory Fine,26431.36,USD,2026-01-13
FIN00777,INC00150,Regulatory Fine,74023.2,USD,2026-05-19
FIN00778,INC01696,Regulatory Fine,74023.2,USD,2024-12-29
FIN00779,INC01696,Uncategorized,250.0,USD,2026-03-31
FIN00780,INC01330,Legal,132362.12,USD,2025-12-30
FIN00781,INC01305,Forensics,250.0,USD,2026-06-27
FIN00782,INC00496,Customer Notification,61533.41,USD,2025-10-07
FIN00783,INC00853,Legal,56164.0,USD,2025-02-03
FIN00784,INC00853,PR/Reputation,249157.0,USD,2026-03-27
FIN00785,INC01224,Uncategorized,72485.79,USD,2026-06-16
FIN00786,INC01782,Forensics,7700.06,USD,2025-08-14
FIN00787,INC00096,Downtime Loss,250.0,USD,2026-04-08
FIN00788,INC01761,Downtime Loss,250.0,USD,2024-10-09
FIN00789,INC01761,Legal,70115.39,USD,2025-11-12
FIN00790,INC01188,Legal,250.0,USD,2025-09-05
FIN00791,INC01188,Downtime Loss,70732.23,USD,2025-01-19
FIN00792,INC01769,Uncategorized,177495.38,USD,2025-03-23
FIN00793,INC01969,PR/Reputation,196617.25,USD,2026-05-17
FIN00794,INC00709,Uncategorized,240561.11,USD,2024-08-31
FIN00795,INC00709,Forensics,45812.64,USD,2026-01-01
FIN00796,INC01970,Downtime Loss,229994.44,USD,2024-11-30
FIN00797,INC01963,Regulatory Fine,250.0,USD,2026-03-01
FIN00798,INC01963,Regulatory Fine,139663.28,USD,2026-02-08
FIN00799,INC00483,Legal,250.0,USD,2026-04-09
FIN00800,INC01797,Customer Notification,61533.41,USD,2025-08-19
FIN00801,INC01668,Regulatory Fine,70082.75,USD,2025-01-23
FIN00802,INC01668,Regulatory Fine,249803.86,USD,2026-04-11
FIN00803,INC00276,Customer Notification,204804.3,USD,2025-01-29
FIN00804,INC00276,Customer Notification,250.0,USD,2025-01-12
FIN00805,INC01232,Regulatory Fine,115577.48,USD,2024-10-03
FIN00806,INC00993,Forensics,45812.64,USD,2026-03-04
FIN00807,INC00035,Downtime Loss,250.0,USD,2024-12-18
FIN00808,INC01041,Customer Notification,250.0,USD,2025-09-28
FIN00809,INC01180,Customer Notification,161453.57,USD,2025-08-22
FIN00810,INC00727,PR/Reputation,135976.84,USD,2025-10-29
FIN00811,INC01609,Legal,159540.07,USD,2026-04-10
FIN00812,INC01659,Legal,14500.55,USD,2026-06-22
FIN00813,INC01248,Uncategorized,159668.36,USD,2025-01-31
FIN00814,INC01248,Forensics,45812.64,USD,2025-05-15
FIN00815,INC01399,Customer Notification,250.0,USD,2026-06-02
FIN00816,INC00046,Downtime Loss,200764.42,USD,2026-04-18
FIN00817,INC00892,Legal,250.0,USD,2025-09-10
FIN00818,INC00533,Uncategorized,130492.31,USD,2026-04-27
FIN00819,INC00072,Forensics,129856.34,USD,2025-12-22
FIN00820,INC01798,Uncategorized,250.0,USD,2024-07-01
FIN00821,INC01561,Uncategorized,72485.79,USD,2025-01-18
FIN00822,INC01561,PR/Reputation,250.0,USD,2026-03-18
FIN00823,INC01012,Downtime Loss,108398.33,USD,2026-02-21
FIN00824,INC00552,Downtime Loss,97107.3,USD,2025-03-05
FIN00825,INC00552,PR/Reputation,94219.7,USD,2025-08-17
FIN00826,INC01136,Legal,250.0,USD,2026-01-28
FIN00827,INC01598,Legal,166069.75,USD,2025-02-06
FIN00828,INC00803,Forensics,230277.47,USD,2025-05-17
FIN00829,INC01024,Remediation,2067.37,USD,2025-10-18
FIN00830,INC01141,Regulatory Fine,25826.39,USD,2025-04-02
FIN00831,INC01450,Regulatory Fine,77963.66,USD,2025-01-23
FIN00832,INC01477,Downtime Loss,250.0,USD,2026-04-04
FIN00833,INC00456,Remediation,250.0,USD,2024-11-20
FIN00834,INC01005,Legal,56164.0,USD,2025-08-07
FIN00835,INC00779,Downtime Loss,70732.23,USD,2024-10-30
FIN00836,INC00779,Remediation,184600.08,USD,2025-11-01
FIN00837,INC01247,Forensics,45812.64,USD,2024-08-14
FIN00838,INC01702,Regulatory Fine,175964.93,USD,2026-06-28
FIN00839,INC00539,Regulatory Fine,74023.2,USD,2026-06-22
FIN00840,INC00815,Legal,135073.18,USD,2025-12-07
FIN00841,INC00815,Downtime Loss,35510.72,USD,2025-08-15
FIN00842,INC01905,Forensics,111809.07,USD,2024-10-24
FIN00843,INC01905,Legal,56164.0,USD,2024-09-11
FIN00844,INC00013,Forensics,45812.64,USD,2024-09-13
FIN00845,INC00013,PR/Reputation,143174.32,USD,2026-03-27
FIN00846,INC00678,Remediation,250.0,USD,2025-07-02
FIN00847,INC01747,Regulatory Fine,74023.2,USD,2025-12-13
FIN00848,INC01291,Regulatory Fine,171721.38,USD,2025-01-21
FIN00849,INC01229,Legal,210143.48,USD,2024-10-23
FIN00850,INC00500,Remediation,56652.85,USD,2026-06-17
FIN00851,INC00229,Remediation,148147.1,USD,2026-06-01
FIN00852,INC00229,PR/Reputation,250.0,USD,2025-05-12
FIN00853,INC01118,Regulatory Fine,203377.11,USD,2026-04-12
FIN00854,INC00048,Uncategorized,111250.64,USD,2025-03-25
FIN00855,INC00048,Remediation,17244.17,USD,2026-04-16
FIN00856,INC00604,Regulatory Fine,229583.0,USD,2025-03-25
FIN00857,INC00615,Legal,146796.76,USD,2024-12-08
FIN00858,INC00615,PR/Reputation,250.0,USD,2025-10-01
FIN00859,INC01890,Regulatory Fine,116609.87,USD,2026-03-25
FIN00860,INC01890,Legal,250.0,USD,2024-06-29
FIN00861,INC01643,Remediation,250.0,USD,2026-05-13
FIN00862,INC00584,Forensics,250.0,USD,2025-01-30
FIN00863,INC00053,Customer Notification,250.0,USD,2025-11-07
